group_id,candidate_id,bid_amount,completion_date_diff,buyer_rating,past_jobs,account_age,job_duration,distance,score,is_winner
0,0,1960,1,1,67,192,24,256,3.9542360731051653,0
0,1,1931,7,4,92,71,16,287,7.114678690747777,0
0,2,1908,28,2,73,48,6,447,4.9469933012433245,0
0,3,1994,-6,3,99,225,4,30,6.90045697469528,0
0,4,1080,1,2,15,219,17,408,10.142545232105707,0
0,5,1321,-3,5,86,178,26,442,12.094507704034383,1
0,6,1243,14,1,61,90,17,515,8.66429993560101,0
0,7,1601,24,2,78,181,17,452,6.978930094428886,0
0,8,1407,-15,3,67,61,12,964,10.435008130685926,0
0,9,1469,-16,4,2,276,3,231,9.828388299911854,0
1,10,1282,21,3,23,117,21,592,8.858337629479912,0
1,11,1877,6,3,11,22,18,577,5.03475974418962,0
1,12,1236,-10,1,4,361,26,225,8.099357016958319,0
1,13,1440,7,4,62,279,24,382,9.730006134632335,0
1,14,1131,-26,4,59,174,3,480,13.684182792420453,1
1,15,1675,18,5,97,285,5,304,9.889952988081445,0
1,16,1178,26,5,22,321,12,623,11.377951552480269,0
1,17,1198,-19,5,84,298,27,23,13.413607186165011,0
1,18,1084,9,5,43,245,9,402,13.101243269508613,0
1,19,1854,13,0,67,125,20,738,3.662946297467882,0
2,20,1957,18,2,48,211,5,128,4.486113081335728,0
2,21,1105,4,1,43,278,16,652,9.707703682051529,0
2,22,1179,-5,5,8,227,20,573,11.822415238693557,0
2,23,1476,-30,2,25,56,10,727,8.857821825053744,0
2,24,1856,16,0,60,248,19,329,3.4343467573631274,0
2,25,1715,-25,4,25,206,8,895,8.743126654927373,0
2,26,1092,-16,5,82,337,14,743,14.561395261826632,1
2,27,1692,10,2,6,45,20,890,5.260705554477843,0
2,28,1439,-28,0,28,19,20,503,7.120137952662322,0
2,29,1145,21,2,44,37,18,16,9.469989417985408,0
3,30,1245,12,3,52,25,14,100,10.183966897891356,0
3,31,1122,27,3,20,264,29,66,9.417427778335185,0
3,32,1738,9,5,8,251,27,305,7.160661749768776,0
3,33,1465,2,2,4,153,28,181,6.754992505130067,0
3,34,1796,-9,2,26,300,23,831,5.53708529066448,0
3,35,1309,-11,3,99,98,22,451,11.234185415909032,1
3,36,1531,-19,4,50,25,19,858,9.887786786346616,0
3,37,1653,23,4,57,213,19,367,7.753067214201346,0
3,38,1701,-17,3,58,193,17,632,8.085352273603352,0
3,39,1890,27,0,66,181,21,629,2.8846642398101228,0
4,40,1991,21,0,10,163,28,688,1.0,0
4,41,1674,-19,1,16,313,12,468,6.088958820284181,0
4,42,1442,-23,3,0,259,13,125,9.042027154992068,0
4,43,1772,8,0,77,225,19,714,4.669814603053962,0
4,44,1827,27,3,31,129,9,984,5.468891830751142,0
4,45,1641,16,0,57,3,21,448,4.753434787222701,0
4,46,1076,8,3,79,44,24,739,11.761303827058216,0
4,47,1012,-21,4,94,140,3,821,15.08042348523395,1
4,48,1626,-8,0,72,262,18,817,6.190400168584502,0
4,49,1163,-27,2,42,196,1,510,11.630901069343206,0
5,50,1132,-24,0,60,203,25,455,9.649328932678682,0
5,51,1453,-3,0,86,89,14,425,7.572000251416709,0
5,52,1148,-8,0,76,115,15,594,9.664971151121415,0
5,53,1005,24,1,27,16,16,222,9.29214176350228,0
5,54,1999,-3,1,15,68,28,586,2.622194025007275,0
5,55,1637,-25,3,96,170,5,455,9.977181206717395,0
5,56,1172,6,2,76,251,24,332,10.311908272690854,0
5,57,1918,12,0,50,226,15,932,3.1307193697440274,0
5,58,1418,-17,4,92,225,27,517,11.195329249011188,1
5,59,1430,-2,1,60,324,26,183,7.585751096235622,0
6,60,1621,7,3,87,144,28,139,7.962494619074727,0
6,61,1996,-10,4,62,244,11,218,6.848618889115983,0
6,62,1235,-7,2,11,281,17,861,9.3092612544856,0
6,63,1606,-3,3,61,10,2,845,8.843829974498938,0
6,64,1543,27,5,4,14,19,120,8.038117865257735,0
6,65,1189,20,2,45,140,25,636,9.056202386757564,0
6,66,1277,-21,5,71,188,24,693,12.809281325614839,1
6,67,1863,-23,0,89,250,9,876,5.705692119408534,0
6,68,1367,-5,2,79,295,13,596,9.810427283619429,0
6,69,1392,-9,2,88,125,23,950,9.584288298639033,0
7,70,1180,-3,4,73,160,13,941,12.529210088736768,0
7,71,1074,10,5,99,55,2,775,14.503905113108264,1
7,72,1102,10,2,84,22,5,496,11.460513910849325,0
7,73,1826,10,2,53,187,1,149,5.914595485622284,0
7,74,1641,-7,0,41,112,3,753,5.913226800986217,0
7,75,1724,-6,2,1,165,3,911,6.120058209126174,0
7,76,1078,-10,0,68,81,19,680,9.918061522436373,0
7,77,1201,18,3,84,340,4,196,11.38865057931411,0
7,78,1585,4,0,47,21,21,365,5.347215060290362,0
7,79,1974,18,5,4,40,16,891,5.51472281430418,0
8,80,1021,29,5,12,280,7,902,12.369600139437269,0
8,81,1269,-17,1,39,53,23,935,8.906154385487627,0
8,82,1271,13,3,6,185,15,315,9.0683783257456,0
8,83,1178,1,2,8,353,28,698,8.987458564193387,0
8,84,1004,-9,1,26,259,4,793,10.950134917291262,0
8,85,1804,-26,0,12,256,21,480,4.198642456880117,0
8,86,1093,8,5,79,331,10,29,13.749888577216112,1
8,87,1863,28,4,6,168,6,235,5.5204978110203795,0
8,88,1420,11,1,83,202,27,350,7.627292362553561,0
8,89,1659,-27,5,75,80,2,667,11.170241305877832,0
9,90,1688,2,1,19,219,11,783,5.381055612155099,0
9,91,1395,-20,4,67,258,22,384,11.127445529706831,0
9,92,1877,-8,4,59,214,18,336,7.307631941227096,0
9,93,1903,24,5,19,244,21,974,5.997649945062565,0
9,94,1637,27,4,91,152,9,219,8.742009748909139,0
9,95,1730,5,4,62,194,23,498,7.789756596625416,0
9,96,1413,18,4,78,323,17,399,10.133337610023183,0
9,97,1245,23,3,46,257,14,632,9.806916297709748,0
9,98,1047,7,4,72,13,17,533,12.877833427850408,1
9,99,1434,-16,5,27,35,15,599,10.920777577922374,0
10,100,1174,-18,0,76,249,18,961,9.78821589655121,0
10,101,1478,11,5,35,42,7,394,10.125927474415127,0
10,102,1581,24,4,72,211,5,964,9.085973905380513,0
10,103,1127,-9,5,16,209,8,799,12.930260649220601,1
10,104,1424,14,1,51,321,19,71,7.141555454389596,0
10,105,1138,-4,1,82,93,15,297,10.48485664698259,0
10,106,1077,-3,1,9,78,21,775,9.233127492754372,0
10,107,1426,3,3,49,16,25,298,8.784687323808786,0
10,108,1338,12,3,22,262,19,238,8.82662075702818,0
10,109,1560,-21,4,66,206,20,837,10.087519297139384,0
11,110,1527,21,3,18,134,27,604,6.8321978319473295,0
11,111,1401,29,1,59,160,6,172,7.386033386431638,0
11,112,1103,-3,0,11,352,6,949,8.919773231704719,0
11,113,1354,20,0,50,171,19,925,6.652816445245369,0
11,114,1370,12,3,32,188,23,80,8.625398258310693,0
11,115,1456,-14,2,83,128,4,402,9.828807059360537,1
11,116,1882,2,0,4,122,13,297,2.7718916318989324,0
11,117,1981,-13,0,41,364,18,315,3.2238629570776896,0
11,118,1290,8,0,24,69,13,670,7.143504663517569,0
